PerformanceToSalary,MonthlyIncome,EngagementScore,Age,OverTime,DistanceFromHome,ExperiencePerformance,TotalWorkingYears,YearsAtCompany,NumCompaniesWorked,PercentSalaryHike,PromotionGapRatio,JobRole,StockOptionLevel,YearsWithCurrManager,Attrition
0.00015669887699138157,19144,1.75,50,0,4,84,28,10,3,14,0.034482758620689655,5,2,6.0,0
0.0001705999431333523,17584,3.25,53,1,3,63,21,5,3,16,0.045454545454545456,5,3,3.0,0
0.0008149959250203749,4907,2.75,42,0,1,80,20,20,1,25,0.5238095238095238,7,0,6.0,0
0.0006586169045005489,4554,2.5,29,0,2,30,10,10,1,18,0.0,7,0,9.0,0
0.0005539143279172822,5415,3.25,55,1,20,36,12,10,3,19,0.0,2,1,8.0,0
0.0006326444538169548,4741,2.0,26,1,11,15,5,5,1,13,0.5,0,1,3.0,0
0.0014177693761814746,2115,3.25,37,0,1,51,17,17,1,12,0.2777777777777778,6,0,7.0,0
0.001265022137887413,3161,3.5,44,1,24,76,19,1,3,22,0.0,2,1,0.0,1
0.0005221023320570832,5745,3.25,38,0,23,30,10,2,9,14,0.09090909090909091,0,1,2.0,0
0.0012636899747262005,2373,2.5,26,1,16,15,5,3,2,13,0.0,2,1,2.0,1
0.0012080942313500453,3310,3.75,28,0,8,20,5,5,1,21,0.0,6,0,2.0,0
0.0001607200257152041,18665,2.75,49,1,10,66,22,3,9,11,0.043478260869565216,5,0,2.0,0
0.0006687472135532769,4485,3.0,36,0,3,30,10,8,4,12,0.6363636363636364,6,0,7.0,0
0.001075268817204301,2789,3.0,31,0,5,6,2,2,1,11,0.6666666666666666,8,1,2.0,0
0.000514668039114771,5828,3.0,26,1,4,24,8,8,1,12,0.7777777777777778,7,0,4.0,1
0.001289213579716373,2326,3.0,37,1,9,12,4,4,1,12,0.2,6,3,2.0,0
0.00022179506136330032,13525,3.0,42,0,26,69,23,20,5,14,0.16666666666666666,7,1,8.0,0
0.00211118930330753,1420,3.0,18,0,3,0,0,0,1,13,0.0,2,0,0.0,1
0.00037401820221917467,8020,2.75,35,0,16,36,12,11,0,15,0.46153846153846156,7,2,9.0,0
0.000813228517213337,3688,3.75,36,0,18,12,4,1,4,18,0.0,2,2,0.0,0
0.0005471457231442641,5482,2.75,51,0,2,39,13,4,5,18,0.07142857142857142,4,1,2.0,0
0.0001873126873126873,16015,2.75,41,0,2,66,22,22,1,19,0.0,3,0,4.0,0
0.002497918401332223,1200,2.5,18,0,10,0,0,0,1,12,0.0,8,0,0.0,0
0.0005298481102084069,5661,2.5,28,0,16,27,9,8,0,19,0.0,0,0,7.0,0
0.0004329004329004329,6929,3.0,31,0,7,30,10,8,4,11,0.6363636363636364,7,1,7.0,0
0.00031204493447056374,9613,3.0,39,0,1,57,19,18,0,17,0.15,0,3,7.0,0
0.0005286343612334801,5674,2.5,36,0,24,33,11,9,7,15,0.0,2,1,8.0,0
0.0005469462169553327,5484,3.0,32,0,7,39,13,13,1,14,0.2857142857142857,7,1,8.0,0
0.000248714972641353,12061,2.0,38,0,25,57,19,10,3,17,0.0,5,1,1.0,0
0.0005299417064122947,5660,3.0,58,1,1,36,12,5,2,13,0.07692307692307693,0,1,2.0,0
0.0006221484861053505,4821,3.25,31,1,5,18,6,5,0,12,0.0,6,1,3.0,0
0.0004679457182966776,6410,2.0,31,0,2,27,9,2,3,12,0.1,1,0,0.0,0
0.0005757052389176742,5210,1.5,45,0,7,72,24,24,1,18,0.36,2,1,11.0,0
0.001112759643916914,2695,3.0,31,1,2,9,3,2,0,18,0.5,6,1,2.0,0
0.0002525465106490445,11878,2.75,33,0,5,36,12,10,6,11,0.6153846153846154,3,2,8.0,0
0.00017575722069248346,17068,2.75,39,1,10,63,21,21,1,14,0.5,3,0,10.0,0
0.0012214983713355048,2455,2.75,43,0,10,27,9,8,0,19,0.1,2,0,7.0,0
0.00021482277121374866,13964,3.0,49,1,1,75,25,7,7,12,0.0,0,0,7.0,0
0.0006070416835289356,4941,2.0,52,0,8,33,11,8,2,15,0.5833333333333334,6,0,7.0,1
0.0012101653892698668,2478,2.5,27,1,5,12,4,4,1,12,0.2,6,0,2.0,0
0.0005737234652897303,5228,2.75,32,1,8,39,13,13,1,11,0.7857142857142857,7,0,9.0,0
0.0006697923643670462,4478,2.75,27,1,2,15,5,5,1,11,0.0,7,0,4.0,0
0.000397456279809221,7547,3.75,31,0,7,39,13,7,4,12,0.07142857142857142,7,3,7.0,0
0.0005933544303797469,5055,3.0,32,0,2,30,10,7,7,16,0.0,6,0,7.0,0
0.0008658008658008658,3464,2.5,28,1,2,15,5,3,5,13,0.3333333333333333,6,0,2.0,1
0.0005193905817174516,5775,3.75,30,0,28,33,11,10,1,13,0.08333333333333333,6,2,9.0,0
0.0004472271914132379,8943,2.25,31,0,7,40,10,10,1,24,0.7272727272727273,4,1,9.0,0
0.00015565817464847196,19272,2.5,39,0,7,63,21,21,1,15,0.5909090909090909,3,1,3.0,0
0.0005726283641916397,5238,2.75,39,1,3,36,12,1,4,18,0.0,7,0,0.0,1
0.0006406149903907751,4682,2.75,33,0,10,27,9,7,3,14,0.0,7,0,1.0,0
0.00016392546855363094,18300,3.0,47,0,5,63,21,3,4,11,0.045454545454545456,5,1,1.0,0
0.0005705591479650057,5257,2.5,43,0,10,27,9,9,1,11,0.0,2,1,0.0,0
0.00047244094488188977,6349,3.0,27,1,1,18,6,5,0,13,0.14285714285714285,7,1,4.0,0
0.0006160164271047228,4869,3.5,54,0,20,60,20,4,3,12,0.0,6,0,3.0,0
0.0003004205888243541,9985,2.0,43,0,7,30,10,1,8,16,0.0,0,1,0.0,0
0.0008112493239588967,3697,3.0,45,0,8,36,12,10,9,14,0.6923076923076923,6,2,8.0,0
0.0005363368195226602,7457,2.5,40,1,1,24,6,4,2,22,0.0,7,3,2.0,0
0.0014150943396226414,2119,2.0,29,1,8,21,7,7,1,11,0.0,2,0,7.0,1
0.0007530120481927711,3983,2.75,29,0,9,12,4,3,0,17,0.4,2,0,2.0,0
0.0004902761889197581,6118,3.0,30,0,5,30,10,10,1,13,0.09090909090909091,7,3,2.0,0
0.0004827031375703942,6214,2.0,27,0,8,24,8,8,1,18,0.0,7,1,7.0,0
0.0004725897920604915,6347,3.5,37,0,5,24,8,6,7,16,0.0,4,2,4.0,0
0.00026062027625749283,11510,2.75,38,1,15,36,12,11,0,14,0.15384615384615385,5,1,9.0,0
0.00041993281075027993,7143,3.25,31,1,7,33,11,11,1,14,0.3333333333333333,4,0,10.0,0
0.00036280082234853067,8268,2.25,29,1,10,21,7,7,1,14,0.125,7,2,7.0,0
0.00037055335968379444,8095,3.0,35,0,5,51,17,16,0,13,0.0,4,0,13.0,0
0.0010327022375215145,2904,3.25,23,0,26,12,4,4,1,12,0.0,6,2,2.0,0
0.0004972650422675286,6032,3.0,41,1,6,24,8,5,6,15,0.1111111111111111,4,0,2.0,0
0.001007725898555593,2976,2.25,47,0,4,15,5,0,3,19,0.0,8,0,0.0,0
0.00018758206715438003,15992,2.5,42,0,23,48,16,1,2,14,0.0,5,0,0.0,0
0.0006451612903225806,4649,2.75,29,0,2,12,4,4,1,14,0.0,7,1,2.0,0
0.0011123470522803114,2696,3.0,42,1,2,12,4,3,0,11,0.2,1,1,0.0,0
0.0012652889076339097,2370,2.75,32,0,2,24,8,8,1,13,0.0,2,1,7.0,0
0.0003198720511795282,12504,2.25,48,0,29,60,15,0,3,21,0.0,3,1,0.0,0
0.0005020920502092051,5974,2.25,37,1,6,39,13,7,4,13,0.42857142857142855,6,2,7.0,0
0.0006333122229259025,4736,3.0,30,1,25,12,4,2,7,12,0.4,7,1,2.0,0
0.0005663583160279403,5296,2.75,26,0,1,24,8,8,1,17,0.7777777777777778,7,1,7.0,0
0.0005897965202005308,6781,2.25,42,0,2,56,14,1,3,23,0.0,0,0,0.0,0
0.001379310344827586,2174,2.0,21,1,1,9,3,3,1,11,0.25,8,0,2.0,1
0.0004508566275924256,6653,3.25,36,0,1,21,7,1,4,15,0.0,7,0,0.0,0
0.0003092783505154639,9699,2.0,36,0,3,48,16,13,4,11,0.058823529411764705,7,1,12.0,0
0.0004440497335701599,6755,3.25,57,0,1,45,15,3,2,11,0.0625,0,0,2.0,0
0.0013550135501355014,2213,3.5,40,1,10,30,10,7,3,13,0.09090909090909091,2,1,7.0,0
0.0015319800842589046,2610,2.75,21,0,9,12,3,3,1,24,0.5,8,0,2.0,0
0.0010518934081346423,2851,3.0,33,1,5,3,1,1,1,13,0.0,8,0,0.0,1
0.0011584129742253113,3452,2.25,37,0,10,68,17,5,6,20,0.0,2,1,3.0,0
0.0005704506560182544,5258,3.0,46,0,7,21,7,1,2,14,0.0,4,0,0.0,0
0.0003206498503634032,9355,2.25,41,0,4,24,8,8,1,18,0.7777777777777778,7,0,7.0,1
0.0002857959416976279,10496,3.5,50,0,10,60,20,4,6,15,0.047619047619047616,0,0,3.0,0
0.0004701457451810061,6380,2.25,40,1,22,24,8,6,2,12,0.1111111111111111,7,2,0.0,1
0.001128668171557562,2657,2.75,31,1,9,9,3,2,0,16,0.5,6,0,2.0,0
0.001104158998895841,2716,3.25,21,0,12,3,1,1,1,15,0.0,8,0,0.0,1
0.0013623978201634877,2201,3.75,29,0,23,18,6,3,9,16,0.14285714285714285,6,0,2.0,0
0.00045864546705396726,6540,2.5,35,0,9,30,10,1,9,19,0.0,0,0,0.0,0
0.0007859575582918522,3816,2.75,27,0,1,15,5,5,1,11,0.0,2,1,4.0,0
0.0005709935287400076,5253,3.25,28,0,9,21,7,7,1,16,0.0,7,0,7.0,0
0.0003647638154295094,10965,2.5,49,0,7,104,26,5,8,24,0.0,0,0,0.0,0
0.0006076564715414219,4936,3.25,51,0,14,54,18,7,4,11,0.0,7,1,7.0,0
0.0011792452830188679,2543,3.0,36,0,2,18,6,2,4,13,0.2857142857142857,6,1,2.0,0
0.0005655042412818096,5304,2.75,34,1,19,27,9,5,8,13,0.0,7,0,4.0,1
0.0001800720288115246,16659,3.25,55,1,2,90,30,5,2,13,0.03225806451612903,3,0,2.0,0
0.0007040600797934757,4260,3.5,24,1,10,15,5,5,1,12,0.0,7,1,3.0,0
0.0012111425111021397,2476,2.25,30,0,2,3,1,1,1,18,0.0,8,1,0.0,0
0.0012890750886239124,3102,2.5,26,0,3,28,7,6,0,22,0.0,6,0,4.0,1
0.0013363028953229399,2244,2.5,22,0,11,6,2,2,1,13,0.3333333333333333,6,1,2.0,0
0.0003948927208108464,7596,2.25,36,0,2,30,10,10,1,13,0.8181818181818182,7,2,0.0,0
0.0017497812773403325,2285,3.25,30,1,4,12,3,1,9,23,0.0,6,0,0.0,1
0.0009884678747940692,3034,2.75,37,0,14,54,18,18,1,12,0.631578947368421,2,1,14.5,0
0.0005248425472358292,5715,3.0,40,0,2,24,8,5,7,12,0.1111111111111111,7,2,3.0,0
0.0011641443538998836,2576,2.0,42,0,1,24,8,5,3,16,0.1111111111111111,2,1,2.0,0
0.0007146260123868509,4197,3.0,37,1,10,54,18,1,2,12,0.0,4,0,1.0,0
0.0002092487968194183,14336,2.0,43,0,12,75,25,25,1,11,0.11538461538461539,5,1,9.0,0
0.0011597564511452595,3448,2.25,40,0,2,80,20,1,6,22,0.0,2,1,0.0,0
0.0001545833977430824,19406,2.0,54,0,5,72,24,4,4,11,0.04,5,1,2.0,0
0.00045878574705612477,6538,2.5,34,0,4,18,6,3,9,15,0.14285714285714285,7,1,2.0,0
0.0006965405154399814,4306,2.0,31,0,7,39,13,13,1,12,0.21428571428571427,4,1,12.0,0
0.0017706949977866313,2258,3.0,43,0,21,32,8,3,7,20,0.1111111111111111,2,1,2.0,0
0.0006632765863365023,4522,3.25,43,1,8,24,8,5,4,14,0.0,0,0,2.0,0
0.0006684491978609625,4487,2.5,25,1,4,15,5,5,1,11,0.16666666666666666,7,0,3.0,0
0.0006741573033707865,4449,2.25,37,1,25,45,15,13,3,15,0.625,6,2,7.0,0
0.0013519603424966202,2218,2.5,31,0,1,12,4,4,1,12,0.6,2,1,2.0,0
0.0001562662777372643,19197,2.75,39,1,1,63,21,21,1,14,0.045454545454545456,3,1,6.0,0
0.00022704911829259062,13212,3.0,56,0,6,108,36,7,9,11,0.1891891891891892,7,3,7.0,0
0.0004560656734569778,6577,2.5,30,0,12,18,6,5,0,11,0.5714285714285714,7,0,4.0,0
0.00035744072441320146,8392,2.5,41,0,1,30,10,10,1,16,0.0,7,1,7.0,0
0.0006580390436499232,4558,2.75,28,0,17,30,10,10,1,12,0.09090909090909091,2,1,8.0,0
0.000744047619047619,4031,2.0,25,0,3,18,6,2,5,13,0.0,2,1,2.0,1
0.0003764115432873275,7969,3.0,52,1,3,84,28,5,2,14,0.0,4,0,4.0,0
0.0015065913370998117,2654,3.0,45,0,10,32,8,2,3,21,0.0,6,2,2.0,0
0.0001812031891761295,16555,3.75,52,0,4,93,31,5,2,13,0.03125,3,0,4.0,0
0.0006583278472679394,4556,2.25,42,0,29,57,19,5,2,11,0.0,6,1,2.0,0
0.0006565988181221273,6091,2.75,30,0,2,44,11,5,2,20,0.0,4,0,2.0,0
0.00015331936423570297,19566,2.25,60,0,7,99,33,29,5,11,0.3235294117647059,3,0,10.0,0
0.0006235709831635835,4810,3.0,46,0,18,57,19,10,2,14,0.0,4,1,8.0,0
0.000663129973474801,4523,3.5,42,0,28,21,7,6,0,11,0.0,0,3,4.0,0
0.0009366219169528567,3202,2.0,24,1,1,18,6,5,1,16,0.14285714285714285,8,0,4.0,1
0.0012755102040816326,2351,3.0,34,0,6,9,3,2,0,16,0.25,8,1,0.0,1
0.002348796241926013,1702,3.5,38,1,2,4,1,1,1,23,0.0,2,1,0.0,0
0.00016627868307283005,18041,3.25,40,0,2,63,21,20,0,14,0.045454545454545456,3,0,12.0,0
0.0013855213023900243,2886,2.5,26,0,23,12,3,3,1,22,0.0,6,2,2.0,0
0.0014299332697807435,2097,3.25,30,0,3,27,9,5,4,15,0.1,2,1,4.0,0
0.00025134048257372655,11935,2.5,29,0,3,30,10,10,1,18,0.0,5,0,7.0,0
0.001177856301531213,2546,2.25,29,0,25,18,6,2,5,16,0.14285714285714285,6,0,1.0,1
0.0011695906432748538,2564,2.5,19,0,2,3,1,1,1,12,0.0,1,0,0.0,1
0.00035659099013431595,8412,2.5,30,0,22,30,10,9,0,11,0.6363636363636364,7,0,8.0,0
0.00021247963736808557,14118,2.5,57,0,29,96,32,1,3,12,0.0,3,1,0.0,0
0.00017598404411333371,17046,2.25,50,0,29,84,28,27,0,15,0.5172413793103449,3,1,7.0,0
0.0011695906432748538,2564,3.25,30,0,2,36,12,11,0,14,0.46153846153846156,2,0,7.0,0
0.00029219830524982956,10266,2.5,60,0,28,66,22,18,4,19,0.5652173913043478,7,0,11.0,0
0.0005915992900808519,5070,2.75,47,0,2,60,20,5,5,13,0.0,4,3,4.0,0
0.00016795431642593214,17861,2.5,46,0,2,78,26,3,6,13,0.0,5,0,1.0,0
0.0007090522335145356,4230,2.75,35,0,22,18,6,5,0,15,0.5714285714285714,2,0,3.0,0
0.0007934408886537953,3780,3.0,54,0,8,57,19,1,7,11,0.0,2,0,0.0,0
0.0010834236186348862,2768,3.0,34,0,2,42,14,7,3,12,0.3333333333333333,6,1,7.0,0
0.00033068783068783067,9071,3.0,46,1,10,45,15,3,2,19,0.0625,7,1,2.0,0
0.000375622124143112,10648,3.0,31,0,9,52,13,13,1,25,0.0,4,1,8.0,0
0.00022040996253030638,13610,3.0,33,1,15,45,15,7,7,12,0.4375,3,0,7.0,1
0.0008800234672924611,3408,1.75,33,0,10,24,8,4,7,13,0.1111111111111111,2,3,3.0,1
0.0010053619302949062,2983,2.5,30,0,7,12,4,3,0,14,0.2,8,0,2.0,0
0.0003930302633302764,7632,3.25,35,1,16,30,10,8,4,12,0.0,0,0,0.0,0
0.0003053435114503817,9824,2.0,31,0,20,36,12,1,3,12,0.0,0,0,0.0,1
0.00030147723846849563,9950,2.25,34,1,23,33,11,3,9,15,0.0,1,3,2.0,1
0.0014326647564469914,2093,3.0,42,0,5,24,8,2,4,17,0.2222222222222222,2,1,0.0,0
0.00030057108506161706,9980,3.25,36,0,10,30,10,10,1,14,0.8181818181818182,7,0,7.0,0
0.0007702182284980744,3894,2.75,22,0,4,12,4,2,5,16,0.2,2,0,2.0,1
0.0007403751233958539,4051,2.5,48,0,2,42,14,9,2,14,0.4,7,1,7.0,0
0.00023758612497030174,16835,2.5,55,0,18,148,37,10,3,23,0.18421052631578946,3,0,7.0,0
0.00048146364949446316,6230,3.75,41,0,10,48,16,14,7,14,0.058823529411764705,7,0,10.0,0
0.000635862653666808,4717,2.75,35,0,1,45,15,11,9,11,0.375,7,0,9.0,0
0.0002266203353980964,13237,2.75,40,0,6,66,22,20,7,15,0.21739130434782608,4,0,13.0,0
0.0007987220447284345,3755,2.5,39,0,8,24,8,8,1,11,0.0,2,1,7.0,0
0.00045571927692541396,6582,3.0,31,1,2,30,10,6,4,13,0.0,7,0,5.0,0
0.0005400297016335898,7406,3.0,42,1,24,40,10,10,1,21,0.45454545454545453,4,1,8.0,0
0.0006242197253433209,4805,2.75,45,0,2,27,9,8,0,19,0.3,7,1,7.0,0
0.0010940919037199124,2741,2.5,26,1,17,24,8,7,0,11,0.1111111111111111,1,1,0.0,1
0.0007037297677691766,4262,3.25,29,0,19,24,8,3,4,12,0.1111111111111111,4,2,2.0,0
0.00018535681186283596,16184,2.75,33,0,1,30,10,6,4,19,0.0,5,1,5.0,0
0.0003460806367883717,11557,3.0,31,0,7,40,10,5,9,21,0.0,3,1,1.0,0
0.0015965939329430547,1878,2.75,18,1,5,0,0,0,1,14,0.0,8,0,0.0,1
0.0002743986097137108,10932,2.0,40,0,28,60,20,1,3,15,0.0,7,1,1.0,0
0.00044039929536112744,6811,1.75,41,1,2,30,10,8,2,17,0.0,0,0,7.0,0
0.0006965405154399814,4306,2.0,26,0,29,24,8,0,5,12,0.0,7,2,0.0,0
0.0006172839506172839,4859,2.75,35,0,1,15,5,5,1,16,0.0,7,0,3.0,0
0.0005620082427875609,5337,4.0,34,0,21,30,10,10,1,12,0.45454545454545453,7,0,7.0,0
0.0012815036309269544,2340,2.5,26,1,24,3,1,1,1,18,0.0,2,0,0.0,1
0.000400427122263748,7491,3.25,37,0,1,36,12,6,4,17,0.07692307692307693,4,0,2.0,0
0.0002849544072948328,10527,2.75,46,0,18,84,28,2,5,11,0.034482758620689655,0,0,2.0,0
0.00018076644974692697,16595,2.0,41,0,2,66,22,18,7,16,0.4782608695652174,3,1,8.0,0
0.00033955857385398983,8834,2.5,37,0,9,27,9,9,1,13,0.7,7,1,7.0,0
0.0005378271782000717,5577,2.5,52,1,6,54,18,10,3,12,0.3157894736842105,6,2,9.0,0
0.000637213254035684,4707,3.75,32,0,11,18,6,4,8,12,0.14285714285714285,7,0,2.0,1
0.0012494793835901709,2400,3.5,24,0,24,9,3,2,0,13,0.5,8,2,1.0,0
0.0003053435114503817,9824,3.0,38,0,10,54,18,1,3,19,0.0,0,1,0.0,0
0.0004652605459057072,6447,2.25,37,0,1,24,8,6,6,12,0.4444444444444444,4,1,3.0,0
0.00015382248884786957,19502,3.0,49,1,18,93,31,31,1,17,0.0,5,1,9.0,0
0.0011005135730007337,2725,3.0,24,1,23,18,6,6,1,11,0.14285714285714285,6,2,4.0,0
0.000637653435357883,6272,2.5,26,0,28,24,6,5,1,20,0.14285714285714285,7,2,4.0,0
0.0018796992481203006,2127,3.0,24,0,17,4,1,1,1,21,0.0,2,1,0.0,0
0.00016482610845557937,18200,2.25,50,0,3,96,32,32,1,11,0.30303030303030304,3,1,7.0,0
0.001430615164520744,2096,2.75,25,0,13,21,7,7,1,11,0.0,8,0,6.0,0
0.0010391409767925182,2886,2.75,24,1,7,18,6,6,1,16,0.14285714285714285,2,1,2.0,1
0.0014749262536873156,2033,2.0,30,0,12,3,1,1,1,18,0.0,8,1,0.0,1
0.0008280430582390284,3622,3.0,34,1,1,18,6,6,1,13,0.14285714285714285,6,1,3.0,0
0.0007085498346717053,4233,2.25,31,0,13,27,9,3,2,17,0.1,7,0,2.0,1
0.0008147745790331341,3681,2.75,35,0,25,27,9,3,4,14,0.0,2,0,2.0,0
0.0007324665812122322,5460,3.25,31,0,6,52,13,7,4,22,0.35714285714285715,7,2,7.0,0
0.0013711151736745886,2187,2.25,27,0,6,18,6,5,0,12,0.0,6,2,3.0,0
0.00031240237425804435,9602,3.25,37,1,2,51,17,3,4,11,0.05555555555555555,7,1,0.0,0
0.0010574550581600281,2836,3.0,20,0,1,3,1,1,1,13,0.0,6,0,0.0,0
0.0007334963325183374,4089,3.0,42,0,2,30,10,10,1,13,0.18181818181818182,0,2,2.0,0
0.00018041857108491702,16627,2.75,43,1,6,63,21,1,4,14,0.0,5,1,0.0,0
0.0011450381679389313,2619,2.75,38,0,1,24,8,0,3,17,0.0,6,0,0.0,0
0.000528169014084507,5679,3.0,43,1,9,30,10,8,3,13,0.36363636363636365,2,1,7.0,0
0.00019476725313250664,15402,2.0,48,0,1,63,21,3,7,11,0.0,3,1,2.0,0
0.0005011693952555964,5985,2.0,44,0,1,30,10,2,4,11,0.0,1,0,2.0,0
0.0011627906976744186,2579,3.25,34,1,14,24,8,8,1,18,0.0,8,2,6.0,0
0.0009861932938856016,3041,2.25,27,0,2,15,5,4,0,11,0.0,8,1,2.0,1
0.0008700696055684454,3447,3.0,21,0,22,9,3,3,1,11,0.25,8,0,2.0,0
0.00015373577944040177,19513,3.0,44,1,3,78,26,2,4,12,0.0,3,1,1.0,0
0.0014419610670511895,2773,2.75,22,0,6,12,3,2,0,20,0.5,6,0,2.0,0
0.000422237860661506,7104,3.25,33,0,8,18,6,5,0,12,0.14285714285714285,7,0,2.0,0
0.00047445832674363435,6322,3.0,32,1,9,18,6,6,1,12,0.0,6,1,5.0,0
0.0019193857965451055,2083,3.0,30,0,3,4,1,1,1,20,0.0,6,1,0.0,0
0.0004772130756382725,8381,3.0,53,0,1,72,18,14,7,20,0.42105263157894735,7,0,10.0,0
0.001114413075780089,2691,3.25,34,0,1,30,10,10,1,12,0.7272727272727273,6,1,8.0,0
0.0006997900629811056,4286,2.25,45,0,26,15,5,1,2,14,0.0,7,2,0.0,1
0.0011278195488721805,2659,3.25,26,1,6,9,3,3,1,13,0.0,2,1,2.0,0
0.0003179650238473768,9434,3.0,37,0,3,30,10,10,1,15,0.6363636363636364,4,1,8.0,0
0.0005393743257820927,5561,2.25,29,0,3,18,6,6,1,14,0.14285714285714285,7,1,2.0,0
0.00045133142771174966,6646,2.25,35,0,6,51,17,17,1,13,0.6111111111111112,6,0,8.0,0
0.0005177323323841574,7725,3.25,33,0,6,60,15,13,3,23,0.25,0,1,7.0,0
0.00027969420100689915,10725,2.75,54,0,19,48,16,9,2,15,0.4117647058823529,1,1,1.0,0
0.0003390596745027125,8847,2.25,36,1,9,39,13,3,2,11,0.0,4,1,2.0,0
0.001466275659824047,2045,2.75,27,0,3,15,5,4,0,13,0.16666666666666666,6,0,1.0,0
0.0029702970297029703,1009,3.5,20,1,10,3,1,1,1,11,0.5,6,0,1.0,1
0.0008957897879964168,3348,1.5,33,1,3,30,10,10,1,11,0.8181818181818182,6,0,7.0,1
0.00234009360374415,1281,2.75,35,0,3,3,1,1,1,18,0.0,2,2,0.0,0
0.0010638297872340426,2819,1.75,23,0,4,15,5,3,2,16,0.0,6,1,2.0,0
0.0008244023083264633,4851,3.25,25,0,8,16,4,3,0,22,0.2,7,1,2.0,0
0.0009928021841648052,4028,2.75,38,0,7,32,8,7,0,20,0.0,7,0,5.0,0
0.0011025358324145535,2720,2.75,29,0,1,30,10,10,1,18,0.18181818181818182,6,1,8.0,0
0.0003694126339120798,8120,3.0,48,0,2,36,12,2,3,12,0.15384615384615385,7,0,2.0,0
0.0008605851979345956,4647,3.5,27,1,3,24,6,6,1,20,0.0,7,2,4.0,0
0.000640888698995941,4680,3.25,37,0,10,12,4,1,3,17,0.0,6,0,0.0,0
0.000931098696461825,3221,3.5,50,1,28,60,20,20,1,11,0.14285714285714285,2,3,8.0,0
0.0003479471120389701,8621,2.5,34,0,9,27,9,8,1,14,0.7,0,0,7.0,0
0.000655307994757536,4577,2.0,24,0,3,12,4,2,9,14,0.4,7,0,0.0,1
0.0006587615283267457,4553,2.5,39,0,2,60,20,20,1,11,0.5238095238095238,0,0,10.0,0
0.0005558643690939411,5396,3.75,32,0,10,30,10,10,1,12,0.0,7,0,8.0,0
0.00044137119317345886,6796,2.25,50,1,8,54,18,4,3,14,0.05263157894736842,7,1,3.0,1
0.0003933910306845004,7625,3.25,38,0,1,30,10,9,0,13,0.09090909090909091,0,0,8.0,0
0.0004046944556859571,7412,2.75,27,0,1,27,9,9,1,11,0.0,4,0,7.0,0
0.00026881720430107527,11159,3.5,32,0,3,30,10,7,3,15,0.6363636363636364,5,0,7.0,0
0.0006047167909695626,4960,3.0,47,0,14,60,20,7,2,12,0.047619047619047616,7,0,7.0,0
0.00038182512409316535,10475,2.5,40,1,5,80,20,18,5,21,0.047619047619047616,7,1,12.0,0
0.00020249746878164024,14814,3.25,53,0,7,96,32,5,3,19,0.030303030303030304,5,0,3.0,0
0.00015672343537770348,19141,2.5,41,0,10,69,23,21,3,15,0.5,3,3,6.0,0
0.0005549389567147614,5405,2.25,60,0,16,30,10,2,8,14,0.18181818181818182,7,0,2.0,0
0.00045485558335228563,8793,2.75,27,0,10,36,9,9,1,21,0.1,4,2,7.0,0
0.0001563314226159458,19189,2.75,41,0,1,66,22,22,1,12,0.08695652173913043,3,1,10.0,0
0.0007739938080495357,3875,3.25,50,0,8,12,4,2,7,15,0.4,8,1,2.0,0
0.0013531799729364006,2216,2.0,28,1,1,30,10,7,7,13,0.2727272727272727,6,0,7.0,1
0.00025610380740993685,11713,1.75,36,0,8,30,10,8,9,14,0.0,5,1,5.0,0
0.0003815822945815314,7861,3.25,38,1,1,30,10,1,4,14,0.0,4,0,0.0,0
0.0008088433540037746,3708,2.0,44,0,24,27,9,5,2,14,0.1,2,0,4.0,0
0.00021784910318785853,13770,3.5,47,1,3,84,28,22,9,12,0.3793103448275862,7,2,13.0,0
0.0007540056550424129,5304,3.5,30,0,27,40,10,8,7,23,0.6363636363636364,7,1,7.0,0
0.0011350737797956867,2642,3.0,29,0,10,3,1,1,1,11,0.0,8,0,0.0,0
0.0010869565217391304,2759,3.5,42,1,19,21,7,2,6,12,0.25,6,0,2.0,1
0.000440852314474651,6804,3.25,43,0,15,21,7,2,3,18,0.25,7,1,2.0,0
0.0004883607357968419,6142,3.0,34,0,8,30,10,5,3,11,0.36363636363636365,0,0,3.0,0
0.0011995201919232307,2500,2.5,23,0,9,15,5,4,1,14,0.0,2,1,2.0,0
0.00046948356807511736,6389,3.0,39,0,3,36,12,8,9,15,0.23076923076923078,1,1,6.0,0
0.00027017291066282423,11103,3.25,56,0,9,90,30,10,7,11,0.03225806451612903,0,0,1.0,0
0.0017072129748186087,2342,3.5,40,1,2,20,5,4,0,20,0.3333333333333333,6,0,3.0,0
0.00044039929536112744,6811,2.0,27,0,7,27,9,7,8,19,0.0,0,0,7.0,0
0.0013054830287206266,2297,3.25,29,0,10,6,2,2,1,14,0.6666666666666666,8,2,2.0,0
0.0012239902080783353,2450,3.75,53,0,6,57,19,2,2,17,0.1,2,0,2.0,0
0.0005889281507656066,5093,2.25,35,0,2,48,16,1,2,11,0.0,0,1,0.0,0
0.0005649717514124294,5309,3.0,32,0,24,30,10,10,1,15,0.36363636363636365,2,2,7.0,0
0.0009810333551340746,3057,3.0,38,1,2,18,6,1,6,13,0.0,6,1,1.0,0
0.0005857087075361187,5121,2.25,34,0,8,21,7,0,3,14,0.0,4,1,0.0,0
